metric,timestamp,value,job,mode,instance
static_rolling_mae,2026-05-04T06:33:04.354000+00:00,3282.774245833334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:09.354000+00:00,3209.6551979166675,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:14.354000+00:00,3011.8023737500007,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:19.354000+00:00,2722.8577112500006,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:24.354000+00:00,2921.554313541668,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:29.354000+00:00,3145.772585833334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:34.354000+00:00,3507.4307733333335,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:39.354000+00:00,3610.9208062500006,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:44.354000+00:00,3453.8245387500006,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:49.354000+00:00,3559.100558958334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:54.354000+00:00,3690.823149166667,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:33:59.354000+00:00,3966.913753333334,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:34:04.354000+00:00,4312.260017083333,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:34:09.354000+00:00,4526.638965625,load-forecast-static,static,static-service:8000
static_rolling_mae,2026-05-04T06:34:14.354000+00:00,4524.8068614583335,load-forecast-static,static,static-service:8000
